Area_sqft,Bedrooms,Bathrooms,Age_years,Parking_spaces,Location,Property_Type,Furnishing,Price
2818,3,4.0,12.0,3,Pune,Independent House,Unfurnished,28388069.0
1153,1,2.0,8.0,0,Nashik,Independent House,,8038086.0
3006,1,3.0,22.0,3,Pune,Apartment,Semi-Furnished,28219591.0
3173,3,2.0,8.0,3,Nashik,Villa,Semi-Furnished,21386025.0
954,5,1.0,31.0,3,Nagpur,Apartment,Semi-Furnished,6401809.0
2006,1,3.0,15.0,1,Nashik,Independent House,Unfurnished,12412235.0
3662,5,4.0,38.0,2,Nashik,Independent House,Furnished,22684483.0
2974,4,3.0,34.0,3,Mumbai,Independent House,Furnished,57222610.0
1045,1,2.0,16.0,0,Mumbai,Villa,Semi-Furnished,21517933.0
660,2,1.0,23.0,1,Nagpur,Villa,Semi-Furnished,5539883.0
2824,2,4.0,0.0,1,Pune,Apartment,Furnished,28296890.0
2346,5,4.0,2.0,2,Nagpur,Apartment,Unfurnished,14034573.0
4344,3,4.0,20.0,2,Nagpur,Apartment,Furnished,22626677.0
2589,2,2.0,18.0,3,Thane,Independent House,Semi-Furnished,33323685.0
4225,2,3.0,15.0,1,Pune,Villa,Semi-Furnished,41791841.0
1357,3,2.0,3.0,0,Nashik,Villa,Semi-Furnished,10799819.0
2289,1,1.0,33.0,0,Pune,Apartment,Unfurnished,19726673.0
1058,2,1.0,16.0,3,Thane,Villa,Furnished,16397591.0
2796,1,2.0,18.0,1,Nagpur,Apartment,Semi-Furnished,13763208.0
1253,4,3.0,16.0,2,Nashik,Independent House,Unfurnished,9587982.0
2469,4,1.0,19.0,2,Nagpur,Independent House,Semi-Furnished,13706085.0
1876,3,3.0,25.0,3,Pune,Apartment,Furnished,18646478.0
1242,1,2.0,30.0,0,Nashik,Independent House,Furnished,8025969.0
887,2,4.0,21.0,0,Thane,Apartment,Semi-Furnished,12108938.0
2548,5,2.0,6.0,2,Pune,Apartment,Unfurnished,24932970.0
4289,2,1.0,34.0,1,Thane,Villa,Semi-Furnished,53198689.0
1294,1,2.0,11.0,3,Thane,Villa,Unfurnished,18542856.0
2119,1,4.0,0.0,0,Thane,Apartment,Furnished,27831704.0
1398,5,2.0,1.0,1,Thane,Apartment,Furnished,20689842.0
3735,1,3.0,30.0,3,Pune,Apartment,Furnished,34177255.0
2159,3,4.0,15.0,3,Nashik,Apartment,Unfurnished,13969479.0
4397,5,2.0,0.0,0,Pune,Apartment,Furnished,43335908.0
1480,4,3.0,32.0,3,Nagpur,Apartment,Furnished,9076321.0
822,3,1.0,12.0,0,Pune,Independent House,Semi-Furnished,9966761.0
2830,2,2.0,39.0,0,Thane,Apartment,Furnished,34270894.0
3106,1,2.0,35.0,3,Pune,Apartment,Semi-Furnished,27988783.0
4462,1,3.0,1.0,0,Pune,Apartment,Semi-Furnished,41340103.0
3985,5,4.0,27.0,1,Pune,Apartment,Unfurnished,38383508.0
4036,1,2.0,24.0,0,Nagpur,Villa,Unfurnished,19160004.0
3036,1,2.0,6.0,2,Pune,Apartment,Unfurnished,28405076.0
1939,5,4.0,13.0,0,Pune,Apartment,Semi-Furnished,21366939.0
2216,3,2.0,19.0,1,Pune,Independent House,Semi-Furnished,23019646.0
1034,2,3.0,5.0,1,Mumbai,Villa,Unfurnished,22221214.0
2224,4,3.0,28.0,2,Thane,Apartment,Unfurnished,28310384.0
1957,3,1.0,11.0,1,Mumbai,Apartment,Semi-Furnished,36898503.0
643,5,4.0,37.0,0,Pune,Independent House,Furnished,8781393.0
1317,3,2.0,32.0,1,Pune,Villa,Semi-Furnished,14468776.0
2638,4,3.0,25.0,1,Pune,Independent House,Furnished,27480694.0
1977,5,2.0,4.0,1,Mumbai,Apartment,Furnished,39491372.0
4474,3,4.0,0.0,2,Pune,Villa,Semi-Furnished,45630925.0
2414,2,3.0,5.0,1,Pune,Apartment,Semi-Furnished,24354852.0
4334,5,1.0,19.0,1,Pune,Apartment,Semi-Furnished,41164694.0
3142,2,1.0,31.0,3,Mumbai,Villa,Furnished,59582333.0
661,1,4.0,6.0,1,Nagpur,Villa,Unfurnished,5249918.0
1313,3,3.0,28.0,1,Pune,Apartment,Furnished,14712289.0
3323,5,2.0,1.0,0,Nagpur,Apartment,Semi-Furnished,17967268.0
2680,1,1.0,10.0,2,Nashik,Villa,Unfurnished,17393262.0
1707,5,1.0,23.0,2,Thane,Apartment,Semi-Furnished,22507463.0
2588,5,4.0,33.0,2,Pune,Apartment,Furnished,26055015.0
4111,5,4.0,31.0,0,Nagpur,Apartment,Furnished,21092849.0
2054,3,2.0,21.0,1,Thane,Apartment,Furnished,26067697.0
680,2,1.0,1.0,1,Thane,Independent House,Semi-Furnished,9823904.0
1743,3,2.0,11.0,3,Thane,Apartment,Semi-Furnished,23777861.0
4243,1,1.0,31.0,1,Pune,Apartment,Furnished,38762566.0
3547,5,3.0,3.0,1,Thane,Villa,Unfurnished,46981865.0
3849,4,3.0,28.0,1,Thane,Apartment,Unfurnished,47721360.0
4146,3,4.0,28.0,3,Pune,Villa,Semi-Furnished,41474770.0
970,3,2.0,30.0,2,Pune,Apartment,Semi-Furnished,9628141.0
1630,4,1.0,8.0,3,Thane,Independent House,Semi-Furnished,23435332.0
739,3,1.0,9.0,1,Pune,Villa,Furnished,11234061.0
518,5,2.0,7.0,3,Nagpur,Villa,Unfurnished,6423741.0
3838,5,3.0,15.0,3,Mumbai,Apartment,Furnished,73114035.0
4247,5,1.0,20.0,2,Nagpur,Independent House,Semi-Furnished,22635474.0
1123,4,4.0,4.0,2,Pune,Villa,Furnished,16713203.0
3388,4,2.0,22.0,3,Nagpur,Apartment,Semi-Furnished,17736666.0
2639,2,4.0,9.0,3,Nashik,Apartment,Semi-Furnished,16819604.0
776,1,2.0,22.0,1,Thane,Apartment,Furnished,10209165.0
4162,3,1.0,12.0,2,Pune,Apartment,Semi-Furnished,40228527.0
3984,5,1.0,38.0,1,Pune,Apartment,Unfurnished,36476317.0
2769,1,3.0,12.0,0,Pune,Independent House,Unfurnished,26784766.0
3331,3,3.0,34.0,1,Pune,Independent House,Unfurnished,31451729.0
2088,1,4.0,7.0,3,Thane,Apartment,Semi-Furnished,27682568.0
3671,3,4.0,3.0,3,Pune,Independent House,Semi-Furnished,37787802.0
2280,1,1.0,7.0,3,Pune,Villa,Semi-Furnished,23699800.0
4456,4,2.0,16.0,3,Thane,Apartment,Semi-Furnished,55828957.0
752,5,1.0,36.0,2,Pune,Independent House,Unfurnished,8634226.0
1188,4,1.0,7.0,3,Pune,Villa,Unfurnished,13954733.0
4375,4,1.0,31.0,0,Nagpur,Apartment,Furnished,21232752.0
1655,2,1.0,27.0,1,Mumbai,Apartment,Furnished,30806178.0
1742,3,3.0,13.0,0,Thane,Apartment,Semi-Furnished,22486741.0
3665,1,1.0,13.0,3,Nashik,Independent House,Semi-Furnished,21421835.0
1257,2,1.0,37.0,2,Pune,Apartment,Furnished,12065828.0
2554,3,1.0,28.0,3,Nashik,Apartment,Furnished,15936680.0
1644,4,3.0,9.0,1,Thane,Apartment,Semi-Furnished,22685590.0
1291,1,3.0,36.0,1,Mumbai,Apartment,Semi-Furnished,22872528.0
4357,5,4.0,16.0,2,Nagpur,Apartment,Unfurnished,22595048.0
1299,3,1.0,3.0,2,Mumbai,Independent House,Semi-Furnished,26611638.0
877,5,1.0,32.0,1,Nashik,Apartment,Semi-Furnished,6792520.0
3195,3,2.0,34.0,1,Nagpur,Independent House,Unfurnished,15268831.0
3969,3,3.0,17.0,2,Pune,Apartment,Unfurnished,37848591.0
1009,4,1.0,28.0,0,Mumbai,Apartment,Furnished,20491494.0
3331,5,1.0,9.0,0,Pune,Apartment,Unfurnished,32081235.0
2663,1,2.0,34.0,0,Nagpur,Apartment,Furnished,12415153.0
3820,3,1.0,14.0,0,Nashik,Independent House,Furnished,24262752.0
1007,1,2.0,10.0,0,Mumbai,Villa,Semi-Furnished,20414434.0
4403,3,4.0,20.0,0,Pune,Apartment,Unfurnished,40758181.0
2976,5,3.0,10.0,0,Thane,Independent House,Furnished,40294901.0
3868,5,2.0,24.0,3,Mumbai,Independent House,Semi-Furnished,74126103.0
1947,2,2.0,29.0,0,Pune,Apartment,Unfurnished,16934752.0
4273,2,4.0,16.0,2,Pune,Villa,Semi-Furnished,42953976.0
3005,3,3.0,31.0,0,Nashik,Villa,Unfurnished,18790548.0
1007,2,3.0,17.0,3,Pune,Independent House,Semi-Furnished,11887503.0
4191,1,4.0,38.0,0,Thane,Apartment,Furnished,51390120.0
3683,2,1.0,10.0,2,Nagpur,Apartment,Semi-Furnished,18993152.0
1700,3,1.0,28.0,2,Pune,Apartment,Furnished,17050281.0
2682,3,2.0,21.0,3,Nashik,Apartment,Semi-Furnished,17115136.0
2052,5,2.0,37.0,2,Pune,Apartment,Furnished,20313862.0
2673,3,1.0,8.0,2,Pune,Villa,Furnished,28178739.0
4361,2,1.0,7.0,3,Nashik,Apartment,Unfurnished,24716899.0
4095,4,4.0,34.0,3,Pune,Apartment,Furnished,39262985.0
1362,4,3.0,36.0,1,Thane,Apartment,Furnished,18528356.0
4387,3,3.0,29.0,3,Nashik,Apartment,,25913965.0
2251,3,1.0,18.0,3,Pune,Apartment,Furnished,23276196.0
3319,2,2.0,16.0,2,Thane,Villa,Unfurnished,43512620.0
3556,5,3.0,26.0,3,Nashik,Independent House,Unfurnished,22736573.0
2431,5,3.0,29.0,0,Pune,Apartment,Unfurnished,23123142.0
2326,1,3.0,11.0,2,Nashik,Independent House,Semi-Furnished,15825016.0
2325,2,3.0,0.0,2,Thane,Independent House,Unfurnished,31478901.0
3950,2,2.0,2.0,3,Mumbai,Villa,Unfurnished,74938562.0
2045,5,4.0,13.0,0,Mumbai,Independent House,Furnished,41727502.0
1619,1,2.0,27.0,3,Mumbai,Apartment,Semi-Furnished,30029119.0
1946,2,1.0,17.0,0,Pune,Apartment,Furnished,18369059.0
1279,2,4.0,24.0,1,Pune,Independent House,Unfurnished,12842643.0
2066,3,1.0,18.0,2,Nashik,Apartment,Unfurnished,12400094.0
956,2,2.0,10.0,1,Thane,Apartment,Furnished,13461588.0
859,3,1.0,29.0,3,Nagpur,Apartment,Semi-Furnished,5180125.0
3395,4,1.0,28.0,3,Pune,Apartment,Semi-Furnished,32185949.0
809,5,2.0,38.0,0,Mumbai,Apartment,Furnished,15645531.0
2772,1,1.0,33.0,1,Pune,Apartment,Semi-Furnished,23727513.0
3619,1,2.0,15.0,0,Mumbai,Independent House,Semi-Furnished,67173844.0
3397,1,4.0,28.0,2,Nagpur,Apartment,Semi-Furnished,15898244.0
2284,5,1.0,14.0,3,Pune,Independent House,Unfurnished,23791544.0
1274,4,4.0,34.0,2,Thane,Apartment,Semi-Furnished,16996911.0
4222,3,2.0,24.0,0,Mumbai,Apartment,Semi-Furnished,76735128.0
3840,4,3.0,33.0,0,Nagpur,Independent House,Unfurnished,18757067.0
2948,3,2.0,11.0,0,Thane,Apartment,Semi-Furnished,37634926.0
847,2,2.0,0.0,1,Nagpur,Apartment,Semi-Furnished,5783882.0
640,3,1.0,5.0,2,Thane,Independent House,Semi-Furnished,11175644.0
1760,4,3.0,21.0,0,Thane,Apartment,Furnished,23966088.0
1130,1,4.0,38.0,3,Nashik,Apartment,Furnished,7447454.0
3941,4,3.0,25.0,1,Pune,Independent House,Semi-Furnished,38809920.0
1323,3,3.0,32.0,2,Pune,Apartment,Furnished,13773439.0
1630,1,3.0,18.0,2,Thane,Villa,Furnished,23633717.0
4402,2,2.0,38.0,2,Pune,Apartment,Unfurnished,39848537.0
3773,3,1.0,37.0,1,Thane,Apartment,Unfurnished,45636399.0
1374,2,3.0,8.0,1,Mumbai,Apartment,Unfurnished,25739667.0
2034,2,4.0,34.0,1,Nagpur,Villa,Unfurnished,11451460.0
2563,4,2.0,0.0,0,Mumbai,Apartment,Semi-Furnished,48108240.0
3157,3,4.0,23.0,1,Thane,Independent House,Semi-Furnished,41394460.0
4244,3,4.0,17.0,3,Pune,Villa,Furnished,42755503.0
3984,4,1.0,,3,Mumbai,Apartment,Semi-Furnished,73983884.0
4408,1,3.0,37.0,3,Thane,Apartment,Unfurnished,52170687.0
662,2,3.0,26.0,1,Pune,Villa,Furnished,9271678.0
1445,1,2.0,5.0,1,Pune,Villa,Semi-Furnished,16064287.0
2752,5,3.0,5.0,0,Thane,Apartment,Unfurnished,36594214.0
696,1,4.0,4.0,1,Thane,Independent House,Unfurnished,11168656.0
1921,5,3.0,12.0,2,Pune,Apartment,Semi-Furnished,20317407.0
1114,1,4.0,2.0,1,Nashik,Independent House,Semi-Furnished,8407195.0
4231,2,4.0,10.0,2,Pune,Independent House,Semi-Furnished,40311348.0
753,4,4.0,30.0,0,Pune,Apartment,Furnished,8615186.0
1093,5,4.0,34.0,1,Nashik,Apartment,Semi-Furnished,7642453.0
1280,1,1.0,31.0,1,Pune,Apartment,Furnished,12006876.0
1094,2,1.0,19.0,1,Mumbai,Apartment,Semi-Furnished,20506774.0
2774,5,1.0,27.0,0,Pune,Independent House,,27623797.0
1957,2,1.0,37.0,1,Thane,Apartment,Unfurnished,22536985.0
4149,2,3.0,2.0,3,Nashik,Villa,Semi-Furnished,27277915.0
1543,4,3.0,36.0,3,Pune,Independent House,Semi-Furnished,16037817.0
2648,1,2.0,28.0,1,Thane,Independent House,Semi-Furnished,32966265.0
3140,5,1.0,15.0,1,Thane,Apartment,Semi-Furnished,40483611.0
3003,5,3.0,17.0,2,Pune,Independent House,Semi-Furnished,30872555.0
3685,5,2.0,17.0,1,Thane,Apartment,Semi-Furnished,46999640.0
1307,2,4.0,6.0,2,Pune,Apartment,Semi-Furnished,13333411.0
2529,1,1.0,9.0,1,Pune,Apartment,Semi-Furnished,22765312.0
3702,3,2.0,11.0,3,Mumbai,Villa,Furnished,71423266.0
3952,2,1.0,0.0,2,Pune,Apartment,Semi-Furnished,38049159.0
2971,5,2.0,20.0,3,Nagpur,Apartment,Semi-Furnished,16052295.0
3107,4,4.0,19.0,3,Nashik,Apartment,Semi-Furnished,20943844.0
3956,5,2.0,13.0,1,Thane,Independent House,Semi-Furnished,50602471.0
2999,4,2.0,7.0,1,Pune,Apartment,Furnished,29815007.0
4295,4,2.0,38.0,0,Pune,Villa,Furnished,41918041.0
1010,1,2.0,27.0,2,Mumbai,Villa,Furnished,21148969.0
1891,1,3.0,18.0,2,Pune,Apartment,Furnished,18416244.0
948,1,4.0,28.0,1,Thane,Apartment,Semi-Furnished,11629331.0
862,3,3.0,14.0,0,Nagpur,Apartment,Furnished,6558118.0
2387,2,3.0,8.0,3,Nagpur,Apartment,Furnished,13591458.0
1403,5,2.0,26.0,0,Nagpur,Independent House,Furnished,9608421.0
2128,1,1.0,30.0,2,Pune,Apartment,Furnished,19936467.0
2251,5,3.0,26.0,0,Pune,Villa,Semi-Furnished,24197643.0
2983,4,4.0,22.0,0,Mumbai,Independent House,Semi-Furnished,56831116.0
4282,1,3.0,0.0,3,Thane,Independent House,Semi-Furnished,54544540.0
3897,1,1.0,25.0,2,Mumbai,Apartment,Semi-Furnished,70086524.0
2013,2,3.0,24.0,0,Pune,Independent House,Semi-Furnished,19651765.0
1802,2,4.0,16.0,0,Nagpur,Villa,Semi-Furnished,11272434.0
3583,2,1.0,9.0,1,Pune,Apartment,Semi-Furnished,33641432.0
994,3,1.0,39.0,2,Nashik,Villa,Semi-Furnished,6934927.0
2661,1,3.0,15.0,1,Pune,Apartment,Semi-Furnished,25504135.0
2192,1,2.0,10.0,3,Nashik,Independent House,Unfurnished,14054299.0
1231,4,3.0,28.0,2,Mumbai,Villa,Unfurnished,24988710.0
2965,5,3.0,19.0,2,Thane,Villa,Semi-Furnished,41017468.0
1782,2,2.0,22.0,1,Nagpur,Independent House,Semi-Furnished,10017807.0
1242,5,1.0,25.0,2,Pune,Villa,Unfurnished,13987183.0
3112,2,3.0,14.0,3,Nagpur,Apartment,Semi-Furnished,16701274.0
1196,2,2.0,6.0,0,Nagpur,Apartment,Semi-Furnished,7591691.0
3191,1,4.0,6.0,2,Nagpur,Independent House,Unfurnished,16460549.0
1148,3,2.0,37.0,3,Thane,Villa,Unfurnished,15970659.0
2239,3,1.0,20.0,1,Thane,Independent House,Semi-Furnished,28942086.0
3731,4,4.0,16.0,3,Pune,Apartment,Semi-Furnished,35768739.0
1414,1,3.0,12.0,1,Mumbai,Apartment,Furnished,27378109.0
3570,1,3.0,28.0,0,Mumbai,Independent House,Unfurnished,65440315.0
3387,3,4.0,36.0,3,Nashik,Villa,Semi-Furnished,22314100.0
4110,1,4.0,30.0,1,Thane,Apartment,Unfurnished,49464739.0
1175,1,4.0,21.0,3,Nashik,Apartment,Semi-Furnished,8326472.0
3360,4,4.0,19.0,1,Mumbai,Independent House,Unfurnished,62999094.0
4246,5,2.0,34.0,1,Thane,Villa,Unfurnished,54800227.0
3552,3,1.0,34.0,2,Nagpur,Apartment,,16396563.0
1251,1,3.0,15.0,1,Pune,Apartment,Semi-Furnished,12091547.0
3788,5,4.0,38.0,3,Thane,Apartment,Semi-Furnished,47587153.0
929,3,4.0,33.0,0,Mumbai,Apartment,Semi-Furnished,17630334.0
2855,4,3.0,33.0,0,Nashik,Apartment,Furnished,17515774.0
2490,1,3.0,2.0,0,Mumbai,Apartment,Semi-Furnished,46315850.0
2624,3,3.0,5.0,1,Thane,Independent House,Unfurnished,34576338.0
2578,1,1.0,11.0,0,Pune,Apartment,Semi-Furnished,23483586.0
625,4,1.0,30.0,1,Mumbai,Independent House,Unfurnished,13054972.0
2532,2,1.0,3.0,0,Nagpur,Apartment,Unfurnished,11903308.0
4246,5,4.0,3.0,3,Thane,Apartment,Semi-Furnished,55421614.0
2246,1,4.0,1.0,0,Pune,Apartment,Unfurnished,21938032.0
1607,4,2.0,7.0,3,Pune,Apartment,Unfurnished,16950396.0
4479,1,2.0,36.0,3,Thane,Villa,Semi-Furnished,55445636.0
895,4,2.0,28.0,2,Nagpur,Independent House,Furnished,7427510.0
2445,3,1.0,28.0,3,Mumbai,Villa,Unfurnished,46150559.0
2550,5,2.0,11.0,3,Mumbai,Villa,Semi-Furnished,50955543.0
2411,4,2.0,25.0,3,Mumbai,Independent House,Furnished,46919683.0
4186,2,3.0,31.0,2,Nagpur,Villa,Unfurnished,22280459.0
2187,1,4.0,21.0,2,Nashik,Apartment,Semi-Furnished,12736326.0
4393,3,1.0,34.0,1,Nagpur,Villa,Unfurnished,20448211.0
767,3,2.0,22.0,2,Pune,Apartment,Furnished,8726089.0
3435,1,4.0,12.0,1,Thane,Apartment,Unfurnished,41478011.0
2871,3,4.0,25.0,0,Pune,Villa,Unfurnished,28411987.0
1462,2,4.0,37.0,3,Thane,Villa,Furnished,20350078.0
1411,2,3.0,33.0,2,Pune,Apartment,Semi-Furnished,13151975.0
3378,1,1.0,19.0,2,Pune,Independent House,Unfurnished,31032791.0
3050,2,4.0,23.0,1,Pune,Apartment,Furnished,29813328.0
2944,2,3.0,39.0,3,Pune,Villa,Furnished,29514162.0
703,1,4.0,29.0,2,Mumbai,Independent House,Semi-Furnished,14997954.0
2891,3,4.0,20.0,0,Nagpur,Apartment,Unfurnished,14377717.0
4425,2,2.0,11.0,3,Thane,Independent House,Unfurnished,55907865.0
569,1,1.0,36.0,3,Nashik,Independent House,Furnished,4433535.0
2376,3,3.0,39.0,3,Nashik,Villa,Unfurnished,16275548.0
2477,1,2.0,2.0,1,Mumbai,Independent House,Semi-Furnished,47327936.0
4087,5,1.0,1.0,0,Thane,Villa,Unfurnished,52943080.0
1631,3,2.0,4.0,0,Pune,Apartment,Unfurnished,16607617.0
2402,5,4.0,15.0,2,Mumbai,Villa,Semi-Furnished,48408194.0
3368,5,2.0,6.0,3,Pune,Apartment,Semi-Furnished,33710872.0
741,5,2.0,35.0,0,Pune,Apartment,Unfurnished,7712210.0
3704,3,3.0,36.0,2,Nashik,Apartment,Unfurnished,21370062.0
3788,3,3.0,7.0,0,Pune,Apartment,Unfurnished,34889119.0
3378,4,2.0,33.0,3,Pune,Independent House,Unfurnished,32434077.0
3092,1,,5.0,0,Thane,Independent House,Unfurnished,39611202.0
3490,5,3.0,31.0,3,Pune,Independent House,Semi-Furnished,35011702.0
3627,2,1.0,14.0,0,Nashik,Apartment,Unfurnished,19891629.0
4113,1,2.0,1.0,1,Mumbai,Apartment,Semi-Furnished,74548507.0
2212,2,4.0,17.0,2,Thane,Apartment,Semi-Furnished,29219417.0
2324,2,1.0,32.0,3,Nagpur,Apartment,Semi-Furnished,10963813.0
3051,1,1.0,37.0,1,Pune,Apartment,Semi-Furnished,27670322.0
1272,4,3.0,4.0,3,Thane,Apartment,Furnished,19511733.0
3924,1,2.0,33.0,0,Mumbai,Independent House,Unfurnished,70574874.0
3582,5,2.0,11.0,1,Pune,Apartment,Unfurnished,33492355.0
3024,3,2.0,18.0,3,Nagpur,Independent House,Unfurnished,15890033.0
1706,4,1.0,4.0,1,Nagpur,Independent House,Unfurnished,10690241.0
1890,2,2.0,38.0,2,Mumbai,Villa,Furnished,36882797.0
2239,1,1.0,31.0,1,Mumbai,Apartment,Semi-Furnished,39632105.0
3150,1,3.0,25.0,1,Pune,Apartment,Furnished,29560103.0
3612,4,3.0,29.0,3,Nashik,Independent House,Furnished,23585939.0
3187,4,4.0,34.0,2,Thane,Apartment,Furnished,41147679.0
4219,2,1.0,5.0,2,Mumbai,Apartment,Semi-Furnished,77563937.0
4342,2,2.0,9.0,2,Thane,Independent House,Furnished,55613242.0
3319,5,2.0,1.0,3,Pune,Villa,Semi-Furnished,35540797.0
1983,5,3.0,19.0,1,Nagpur,Villa,Unfurnished,13347514.0
2896,3,3.0,19.0,3,Thane,Apartment,Semi-Furnished,36573040.0
2200,2,4.0,1.0,2,Nagpur,Apartment,Furnished,11728115.0
3016,2,4.0,26.0,3,Pune,Independent House,Furnished,30177412.0
3748,3,4.0,0.0,3,Mumbai,Apartment,Semi-Furnished,70750065.0
1977,3,1.0,31.0,0,Pune,Apartment,Furnished,18322117.0
2523,1,1.0,28.0,1,Nashik,Apartment,Semi-Furnished,13177873.0
682,1,4.0,32.0,1,Thane,Villa,Semi-Furnished,10255385.0
3446,3,4.0,4.0,1,Mumbai,Apartment,Semi-Furnished,64806305.0
2459,4,2.0,34.0,1,Pune,Independent House,Unfurnished,23953943.0
2338,1,1.0,21.0,0,Pune,Apartment,Semi-Furnished,20163613.0
2629,3,3.0,34.0,3,Nashik,Apartment,Furnished,15610407.0
1361,1,3.0,27.0,3,Nashik,Independent House,Furnished,10383800.0
2891,2,4.0,26.0,2,Pune,Independent House,Unfurnished,27893676.0
3480,4,3.0,1.0,1,Nagpur,Villa,Unfurnished,20138905.0
1898,2,4.0,27.0,3,Pune,Independent House,Unfurnished,18572035.0
1024,2,4.0,17.0,1,Nashik,Apartment,Furnished,7860018.0
2047,5,1.0,33.0,1,Mumbai,Apartment,Semi-Furnished,38206948.0
1294,1,1.0,27.0,3,Pune,Apartment,Semi-Furnished,11757661.0
1995,1,4.0,2.0,3,Nashik,Apartment,Unfurnished,12204675.0
3007,5,1.0,35.0,2,Nagpur,Villa,Unfurnished,16050681.0
953,3,1.0,2.0,0,Mumbai,Independent House,Furnished,21541408.0
3489,1,4.0,11.0,0,Nagpur,Apartment,Semi-Furnished,16943238.0
1398,3,1.0,8.0,3,Nashik,Apartment,Unfurnished,9784329.0
4078,3,1.0,38.0,1,Pune,Independent House,Unfurnished,37493621.0
3429,2,1.0,6.0,2,Thane,Apartment,Unfurnished,42217548.0
1590,3,2.0,33.0,1,Thane,Apartment,Unfurnished,19173799.0
2752,4,3.0,8.0,1,Pune,Apartment,Unfurnished,27703534.0
942,2,3.0,26.0,3,Thane,Apartment,Semi-Furnished,12861882.0
898,5,4.0,3.0,2,Nagpur,Apartment,Unfurnished,7145676.0
4324,3,3.0,15.0,1,Pune,Apartment,Semi-Furnished,40768650.0
3709,5,4.0,24.0,1,Nashik,Apartment,Semi-Furnished,23613658.0
1117,1,1.0,28.0,0,Pune,Apartment,Semi-Furnished,8575658.0
1630,2,2.0,34.0,2,Nashik,Apartment,Semi-Furnished,9664726.0
1290,4,2.0,32.0,2,Thane,Apartment,Furnished,17781921.0
2080,5,1.0,20.0,0,Mumbai,Apartment,Unfurnished,38602614.0
1665,2,4.0,12.0,1,Nashik,Apartment,Furnished,11707067.0
1812,5,1.0,10.0,2,Pune,Independent House,Unfurnished,19894039.0
2617,1,2.0,39.0,0,Nashik,Villa,Unfurnished,14639484.0
1256,3,2.0,24.0,3,Thane,Apartment,Unfurnished,16640871.0
4031,2,1.0,36.0,3,Pune,Apartment,Semi-Furnished,36802803.0
3410,3,4.0,17.0,2,Nashik,Villa,Semi-Furnished,22846162.0
3542,5,1.0,19.0,0,Mumbai,Apartment,Furnished,66353218.0
1177,4,1.0,33.0,2,Nagpur,Villa,Unfurnished,8174737.0
3332,4,2.0,28.0,3,Nagpur,Independent House,Semi-Furnished,18976252.0
3844,2,1.0,8.0,0,Nagpur,Apartment,Unfurnished,18322476.0
1200,5,4.0,20.0,3,Mumbai,Apartment,Unfurnished,24754762.0
3505,3,1.0,8.0,3,Nashik,Apartment,Semi-Furnished,21604587.0
1930,4,2.0,30.0,0,Nagpur,Apartment,Unfurnished,10340743.0
3650,4,2.0,1.0,0,Nagpur,Apartment,Semi-Furnished,18515303.0
2413,4,1.0,33.0,2,Nashik,Villa,Semi-Furnished,15549669.0
3708,4,1.0,37.0,3,Thane,Apartment,Semi-Furnished,45804865.0
1089,3,3.0,0.0,3,Pune,Villa,Semi-Furnished,15038064.0
2056,4,1.0,25.0,2,Pune,Villa,Unfurnished,20305423.0
1593,5,1.0,3.0,2,Thane,Apartment,Unfurnished,21824454.0
1493,2,2.0,14.0,2,Pune,Independent House,Semi-Furnished,15915780.0
1733,3,2.0,13.0,2,Thane,Independent House,Unfurnished,23690871.0
2029,1,2.0,20.0,3,Nashik,Apartment,Semi-Furnished,12342431.0
1009,2,4.0,36.0,0,Thane,Independent House,Semi-Furnished,12894300.0
3328,4,2.0,18.0,0,Nashik,Independent House,Semi-Furnished,20717974.0
2700,4,3.0,15.0,0,Thane,Apartment,Semi-Furnished,34336945.0
3817,2,4.0,3.0,3,Nagpur,Apartment,Unfurnished,19799025.0
3320,3,1.0,35.0,2,Nashik,Apartment,Unfurnished,18638591.0
1096,5,3.0,12.0,0,Mumbai,Villa,Unfurnished,23648674.0
779,1,2.0,18.0,0,Pune,Independent House,Unfurnished,8126046.0
2191,1,3.0,3.0,1,Pune,Apartment,Furnished,21472897.0
2424,2,1.0,11.0,0,Thane,Apartment,Unfurnished,30610337.0
1460,4,2.0,22.0,2,Pune,Apartment,Unfurnished,14958461.0
3628,2,1.0,36.0,1,Nagpur,Villa,Furnished,19009780.0
2826,5,4.0,13.0,1,Nashik,Apartment,Semi-Furnished,19442565.0
3491,5,3.0,22.0,0,Mumbai,Apartment,Unfurnished,65195309.0
936,3,1.0,35.0,2,Thane,Apartment,Furnished,12456187.0
3760,2,3.0,14.0,3,Pune,Villa,Semi-Furnished,37546766.0
1324,1,4.0,11.0,2,Nashik,Apartment,Furnished,10121728.0
2292,5,3.0,1.0,3,Mumbai,Apartment,Furnished,45757941.0
2257,5,2.0,36.0,3,Pune,Apartment,Semi-Furnished,21965942.0
3782,3,4.0,4.0,3,Pune,Apartment,Unfurnished,37612985.0
1607,3,1.0,8.0,2,Nagpur,Apartment,Semi-Furnished,8870332.0
1463,4,1.0,5.0,0,Pune,Apartment,Unfurnished,14186383.0
1858,4,1.0,28.0,1,Thane,Villa,Semi-Furnished,25872749.0
1943,1,4.0,14.0,1,Nashik,Apartment,Furnished,12287439.0
1226,4,3.0,28.0,2,Pune,Apartment,Unfurnished,12739794.0
